Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place	AHMED (SN)	BOYDEN (COM)	FERNANDEZ (IND)	GONZÁLEZ (NDPo)	GREEN (LIB)	LEROUX (IND)	MCLEAN (GPO)	SMITHERMAN (LPO)	TAYLOR (PCO)	% LPO	% MMP	.4LPO*0.6MMP	% votes wasted	% participation	Location of voting placed
94	437B		53	84	2	6	0	145	430	Rose Avenue Junior Public School	2	1	0	34	5	0	12	71	18	0.4965	0.5793	0.5462	0.5035	33.72%	Rose Avenue Junior Public School
94	437C		68	59	2	11	0	140	472	Rose Avenue Junior Public School	0	2	2	20	11	4	14	85	1	0.6115	0.4214	0.4975	0.3885	29.66%	Rose Avenue Junior Public School
94	447		294	143	1	12	1	451	890	44 Charles Street - Manulife Centre	2	2	1	46	11	0	30	232	127	0.5144	0.3171	0.3960	0.4856	50.67%	44 Charles Street - Manulife Centre
94	447A		144	69	0	6	0	219	438	44 Charles Street - Manulife Centre	1	1	1	17	5	0	25	103	66	0.4703	0.3151	0.3772	0.5297	50.00%	44 Charles Street - Manulife Centre
94	447B		150	74	1	6	1	232	452	44 Charles Street - Manulife Centre	1	1	0	29	6	0	5	129	61	0.5560	0.3190	0.4138	0.4440	51.33%	44 Charles Street - Manulife Centre
94	473		144	133	2	7	1	287	685	1001 Bay Street	0	1	0	34	6	1	23	141	79	0.4947	0.4634	0.4759	0.5053	41.90%	1001 Bay Street
94	473A		81	74	0	3	0	158	367	1001 Bay Street	0	0	0	17	1	0	12	81	47	0.5127	0.4684	0.4861	0.4873	43.05%	1001 Bay Street
94	473B		63	59	2	4	1	129	318	1001 Bay Street	0	1	0	17	5	1	11	60	32	0.4724	0.4574	0.4634	0.5276	40.57%	1001 Bay Street
94	477		212	208	3	4	4	431	796	50 Alexander Street - Village Green	1	1	1	92	3	1	39	236	55	0.5501	0.4826	0.5096	0.4499	54.15%	50 Alexander Street - Village Green
94	477A		107	110	1	3	1	222	416	50 Alexander Street - Village Green	0	0	0	42	2	0	22	128	27	0.5792	0.4955	0.5290	0.4208	53.37%	50 Alexander Street - Village Green
94	477B		105	98	2	1	3	209	380	50 Alexander Street - Village Green	1	1	1	50	1	1	17	108	28	0.5192	0.4689	0.4890	0.4808	55.00%	50 Alexander Street - Village Green
94	511		141	170	0	3	2	316	570	155 Dalhousie Street - The Merchandise Building	2	1	0	52	1	1	39	153	65	0.4873	0.5380	0.5177	0.5127	55.44%	155 Dalhousie Street - The Merchandise Building
94	511A		74	88	0	1	0	163	298	155 Dalhousie Street - The Merchandise Building	2	1	0	26	1	1	21	81	29	0.5000	0.5399	0.5239	0.5000	54.70%	155 Dalhousie Street - The Merchandise Building
94	511B		67	82	0	2	2	153	272	155 Dalhousie Street - The Merchandise Building	0	0	0	26	0	0	18	72	36	0.4737	0.5359	0.5110	0.5263	56.25%	155 Dalhousie Street - The Merchandise Building
94	517		80	128	1	4	2	215	662	201 Sherbourne Street - Centre Point Apartments	3	3	0	56	7	0	29	91	25	0.4252	0.5953	0.5273	0.5748	32.48%	201 Sherbourne Street - Centre Point Apartments
94	517A		44	63	0	3	2	112	346	201 Sherbourne Street - Centre Point Apartments	1	0	0	25	3	0	17	55	10	0.4955	0.5625	0.5357	0.5045	32.37%	201 Sherbourne Street - Centre Point Apartments
94	517B		36	65	1	1	0	103	316	201 Sherbourne Street - Centre Point Apartments	2	3	0	31	4	0	12	36	15	0.3495	0.6311	0.5184	0.6505	32.59%	201 Sherbourne Street - Centre Point Apartments
94	554		189	197	8	1	0	395	701	25 The Esplanade	0	0	0	60	3	0	53	175	99	0.4487	0.4987	0.4787	0.5513	56.35%	25 The Esplanade
94	554A		106	93	0	1	0	200	335	25 The Esplanade	0	0	0	32	2	0	21	98	44	0.4975	0.4650	0.4780	0.5025	59.70%	25 The Esplanade
94	554B		83	104	8	0	0	195	366	25 The Esplanade	0	0	0	28	1	0	32	77	55	0.3990	0.5333	0.4796	0.6010	53.28%	25 The Esplanade
94	ADV001		701	658	8	17	9	1393	0	Returning Office / Bureau du directeur du scrutin	4	3	3	196	10	2	115	751	291	0.5462	0.4724	0.5019	0.4538	#DIV/0!	Returning Office / Bureau du directeur du scrutin
94	ADV002		306	360	3	6	10	685	0	Parliament Street Public Library	4	5	3	131	7	1	68	351	110	0.5162	0.5255	0.5218	0.4838	#DIV/0!	Parliament Street Public Library
94	ADV003		516	538	10	43	0	1107	0	Wellesley Community Centre	9	5	6	168	12	5	67	610	213	0.5571	0.4860	0.5144	0.4429	#DIV/0!	Wellesley Community Centre
94	ADV004		297	369	2	9	0	677	0	St. Lawrence Market South	5	2	0	149	8	0	87	391	33	0.5793	0.5451	0.5587	0.4207	#DIV/0!	St. Lawrence Market South
								152.9787234043																	
								126.566487529																	
