Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place	EDPOLL_KEY	Poll Number padded	MMP PCT
62	82		107	80	0	1	0	188	325	First Avenue Public School	62-082	82	42.5531914894
62	83		70	80	2	2	2	156	303	Immaculata High School	62-083	83	51.2820512821
62	85		153	166	3	9	2	333	472	Saint Paul University/Université Saint-Paul	62-085	85	49.8498498498
62	86		31	31	1	0	0	63	199	St. Vladimir's Russian Residence	62-086	86	49.2063492063
62	87		48	48	1	0	0	97	222	St. Vladimir's Russian Residence	62-087	87	49.4845360825
62	88		50	48	0	2	0	100	194	St. Vladimir's Russian Residence	62-088	88	48
62	89		62	63	1	1	1	128	254	Tom Brown Arena	62-089	89	49.21875
62	90		34	50	1	10	0	95	260	Cambridge Street Community Public School	62-090	90	52.6315789474
62	91		40	91	0	2	0	133	236	Christ the Saviour Orthodox Church Hall	62-091	91	68.4210526316
62	92		28	44	1	1	0	74	223	Christ the Saviour Orthodox Church Hall	62-092	92	59.4594594595
62	93		32	31	0	2	0	65	184	Cambridge Street Community Public School	62-093	93	47.6923076923
62	94		40	49	0	3	2	94	230	Cambridge Street Community Public School	62-094	94	52.1276595745
62	95		34	37	1	1	2	75	212	Cambridge Street Community Public School	62-095	95	49.3333333333
62	96		39	50	2	8	1	100	305	Cambridge Street Community Public School	62-096	96	50
62	97		29	34	4	0	3	70	208	Bell Street United Church	62-097	97	48.5714285714
62	98		46	48	0	4	1	99	217	Cambridge Street Community Public School	62-098	98	48.4848484848
62	99		40	34	0	1	2	77	89	Bell Street United Church	62-099	99	44.1558441558
62	100		34	61	0	7	3	105	202	Bell Street United Church	62-100	100	58.0952380952
62	101		55	81	0	3	0	139	285	McNabb Community Centre	62-101	101	58.273381295
62	102		62	83	1	0	0	146	281	McNabb Community Centre	62-102	102	56.8493150685
62	103		85	95	1	4	0	185	326	Glebe Collegiate Institute	62-103	103	51.3513513514
62	104		22	42	0	2	1	67	325	Glashan Public School	62-104	104	62.6865671642
62	105		84	83	0	1	0	168	311	Glebe Collegiate Institute	62-105	105	49.4047619048
62	106s		9	3	0	1	1	14	16	Watford House	#VALUE!	#VALUE!	21.4285714286
62	107		66	65	0	1	0	132	256	Glebe Community Centre	62-107	107	49.2424242424
62	108		65	73	0	4	0	142	277	Glebe Community Centre	62-108	108	51.4084507042
62	109		83	86	0	1	0	170	304	First Avenue Public School	62-109	109	50.5882352941
62	110		73	77	1	0	0	151	264	St. Giles Presbyterian Church	62-110	110	50.9933774834
62	111		93	66	4	2	1	166	314	First Avenue Public School	62-111	111	39.7590361446
62	112		66	92	0	3	2	163	309	Immaculata High School	62-112	112	56.4417177914
62	113		91	99	0	2	1	193	356	Immaculata High School	62-113	113	51.2953367876
62	114		106	124	0	4	0	234	348	Saint Paul University/Université Saint-Paul	62-114	114	52.9914529915
62	115		160	107	1	7	3	278	411	St. George Catholic School	62-115	115	38.4892086331
62	116		49	33	1	2	0	85	220	St. Vladimir's Russian Residence	62-116	116	38.8235294118
62	117		51	68	0	2	0	121	249	Hintonburg Community Centre	62-117	117	56.1983471074
62	118		55	56	1	4	0	116	276	Tom Brown Arena	62-118	118	48.275862069
62	119		48	44	0	2	0	94	247	Tom Brown Arena	62-119	119	46.8085106383
62	120		52	72	0	1	0	125	248	Hintonburg Community Centre	62-120	120	57.6
62	121		55	51	2	2	0	110	276	Devonshire Community Public School	62-121	121	46.3636363636
62	122		39	76	1	0	0	116	253	Devonshire Community Public School	62-122	122	65.5172413793
62	123		61	93	1	2	0	157	277	Devonshire Community Public School	62-123	123	59.2356687898
62	124		46	47	1	1	1	96	217	Devonshire Community Public School	62-124	124	48.9583333333
62	125		32	36	1	4	1	74	255	Bell Street United Church	62-125	125	48.6486486486
62	126		44	60	0	0	0	104	242	Glebe Collegiate Institute	62-126	126	57.6923076923
62	127		40	56	0	2	0	98	283	Glebe Collegiate Institute	62-127	127	57.1428571429
62	128		99	104	1	2	0	206	397	Glebe Collegiate Institute	62-128	128	50.4854368932
62	129		84	87	2	2	0	175	322	Glebe Collegiate Institute	62-129	129	49.7142857143
62	130		83	74	0	1	0	158	302	Glebe Community Centre	62-130	130	46.835443038
62	131s		18	6	0	0	0	24	24	Gleneview Residence	#VALUE!	#VALUE!	25
62	132s		17	3	1	3	0	24	33	Steff Kim Lodge	#VALUE!	#VALUE!	12.5
62	133		95	87	2	2	0	186	306	Corpus Christi School (via Third Avenue)	62-133	133	46.7741935484
62	134		70	108	0	2	0	180	343	Corpus Christi School (via Third Avenue)	62-134	134	60
62	135		67	73	1	3	1	145	270	St. Giles Presbyterian Church	62-135	135	50.3448275862
62	136		50	101	0	0	0	151	285	St. Giles Presbyterian Church	62-136	136	66.8874172185
62	137		65	74	0	0	0	139	271	St. Giles Presbyterian Church	62-137	137	53.2374100719
62	138		83	63	2	3	0	151	294	First Avenue Public School	62-138	138	41.7218543046
62	139		109	90	1	0	1	201	336	Saint Paul University/Université Saint-Paul	62-139	139	44.776119403
62	140		83	96	1	1	1	182	332	Saint Paul University/Université Saint-Paul	62-140	140	52.7472527473
62	141		118	103	0	2	0	223	362	Saint Paul University/Université Saint-Paul	62-141	141	46.1883408072
62	142		92	77	0	0	0	169	325	Centre Jules Leger	62-142	142	45.5621301775
62	143		81	82	3	3	0	169	299	Holland Cross Board Room	62-143	143	48.5207100592
62	144		176	144	1	6	4	331	584	Holland Cross Board Room	62-144	144	43.5045317221
62	145		61	55	0	1	2	119	281	Holland Cross Board Room	62-145	145	46.218487395
62	146		65	75	1	4	0	145	286	Connaught Public School	62-146	146	51.724137931
62	147		64	47	0	4	2	117	275	Connaught Public School	62-147	147	40.1709401709
62	149s		27	6	0	1	1	35	46	Salvation Army Ottawa Grace Manor	#VALUE!	#VALUE!	17.1428571429
62	150s		12	2	0	0	1	15	17	Rosemount Centre for Seniors	#VALUE!	#VALUE!	13.3333333333
62	151		65	76	0	1	0	142	286	Hintonburg Community Centre	62-151	151	53.5211267606
62	152		53	66	0	0	1	120	227	Hintonburg Community Centre	62-152	152	55
62	153		71	72	0	8	0	151	321	Connaught Public School	62-153	153	47.6821192053
62	154		68	80	0	0	0	148	300	Devonshire Community Public School	62-154	154	54.0540540541
62	155		131	93	0	6	3	233	392	St. Mary Catholic School	62-155	155	39.9141630901
62	156		64	73	3	6	0	146	296	St. Mary Catholic School	62-156	156	50
62	157		78	56	1	5	1	141	361	German Evangelical Martin Luther Church	62-157	157	39.7163120567
62	158		52	55	0	0	0	107	236	German Evangelical Martin Luther Church	62-158	158	51.4018691589
62	159		59	58	0	1	0	118	291	German Evangelical Martin Luther Church	62-159	159	49.1525423729
62	160		61	46	0	2	0	109	270	Glebe Collegiate Institute	62-160	160	42.2018348624
62	161		95	101	0	3	1	200	345	Corpus Christi School (via Third Avenue)	62-161	161	50.5
62	162		63	83	3	0	2	151	288	Mutchmor Public School	62-162	162	54.9668874172
62	163		88	92	0	0	0	180	323	Mutchmor Public School	62-163	163	51.1111111111
62	164		83	106	0	0	0	189	355	Mutchmor Public School	62-164	164	56.0846560847
62	165		73	80	0	2	0	155	286	Mutchmor Public School	62-165	165	51.6129032258
62	167s		22	19	0	8	0	49	104	The Glebe Centre Incorporated	#VALUE!	#VALUE!	38.7755102041
62	168		145	121	1	4	0	271	432	Saint Margaret Mary's Church	62-168	168	44.6494464945
62	169		100	76	0	3	0	179	316	Centre Jules Leger	62-169	169	42.4581005587
62	170		124	124	0	5	1	254	379	St. George Catholic School	62-170	170	48.8188976378
62	171		102	76	1	1	0	180	281	St. George's Roman Catholic Church	62-171	171	42.2222222222
62	172		106	81	3	4	2	196	341	St. George's Roman Catholic Church	62-172	172	41.3265306122
62	173		76	78	0	4	0	158	263	Holland Cross Board Room	62-173	173	49.3670886076
62	174		104	83	1	3	0	191	309	St. George's Roman Catholic Church	62-174	174	43.4554973822
62	175		71	94	0	1	2	168	280	Fisher Park Public School	62-175	175	55.9523809524
62	176		82	99	0	1	0	182	324	Fisher Park Public School	62-176	176	54.3956043956
62	177		51	75	0	3	1	130	266	Connaught Public School	62-177	177	57.6923076923
62	178		76	62	0	0	1	139	292	Connaught Public School	62-178	178	44.6043165468
62	179		132	100	1	0	0	233	372	St. Matthias Anglican Church	62-179	179	42.9184549356
62	180		125	110	1	3	0	239	369	St. Mary Catholic School	62-180	180	46.0251046025
62	181		83	69	0	6	1	159	283	St. Mary Catholic School	62-181	181	43.3962264151
62	182		131	48	0	0	0	179	312	St. Mary Catholic School	62-182	182	26.8156424581
62	183		105	74	1	0	0	180	317	Glebe Collegiate Institute	62-183	183	41.1111111111
62	184		97	119	0	0	0	216	352	Mutchmor Public School	62-184	184	55.0925925926
62	185		100	97	0	3	0	200	354	Mutchmor Public School	62-185	185	48.5
62	186s		34	22	1	9	2	68	97	Colonel By Retirement Residence	#VALUE!	#VALUE!	32.3529411765
62	187		79	97	0	0	0	176	313	Hopewell Public School	62-187	187	55.1136363636
62	188		91	89	0	2	1	183	304	Saint Margaret Mary's Church	62-188	188	48.6338797814
62	189		95	118	1	1	3	218	354	Saint Margaret Mary's Church	62-189	189	54.128440367
62	190		94	119	0	0	0	213	333	Saint Margaret Mary's Church	62-190	190	55.8685446009
62	191		70	88	2	2	0	162	330	Centre Jules Leger	62-191	191	54.3209876543
62	192		59	50	4	5	0	118	305	Centre Jules Leger	62-192	192	42.3728813559
62	194		82	85	0	0	0	167	309	Westboro Legion Hall #480	62-194	194	50.8982035928
62	195		154	84	0	2	0	240	378	St. George's Roman Catholic Church	62-195	195	35
62	196		134	99	2	2	0	237	377	Elmdale Public School (via Java Street)	62-196	196	41.7721518987
62	197		93	96	1	1	1	192	291	Elmdale Public School (via Java Street)	62-197	197	50
62	198		125	92	0	0	0	217	349	St. Matthias Anglican Church	62-198	198	42.3963133641
62	199		182	71	2	1	0	256	431	St. Matthias Anglican Church	62-199	199	27.734375
62	200		85	106	0	2	0	193	326	Brewer Park Centennial Pool	62-200	200	54.9222797927
62	201		79	103	1	3	0	186	313	Brewer Park Centennial Pool	62-201	201	55.376344086
62	202		91	118	0	1	1	211	363	Hopewell Public School	62-202	202	55.9241706161
62	203		64	128	0	1	0	193	346	Hopewell Public School	62-203	203	66.3212435233
62	204		95	114	0	0	0	209	362	Hopewell Public School	62-204	204	54.5454545455
62	206		77	84	1	2	0	164	300	Trinity Anglican Church (via Cameron Street)	62-206	206	51.2195121951
62	207		44	53	2	5	0	104	231	Saint Margaret Mary's Church	62-207	207	50.9615384615
62	208		101	66	0	4	0	171	288	Westboro Legion Hall #480	62-208	208	38.5964912281
62	209		76	77	0	3	1	157	278	Westboro Legion Hall #480	62-209	209	49.0445859873
62	210		56	75	0	2	0	133	276	Westboro Legion Hall #480	62-210	210	56.3909774436
62	211		73	73	0	2	0	148	264	Churchill Alternative School	62-211	211	49.3243243243
62	212		103	98	0	12	0	213	388	Hilson Avenue Public School	62-212	212	46.0093896714
62	213		115	54	0	2	0	171	277	Elmdale Public School (via Java Street)	62-213	213	31.5789473684
62	214		100	68	0	5	0	173	305	Elmdale Public School (via Java Street)	62-214	214	39.3063583815
62	215		118	78	0	0	2	198	385	St. Matthias Anglican Church	62-215	215	39.3939393939
62	216		104	137	0	1	0	242	409	Trinity Anglican Church (via Cameron Street)	62-216	216	56.6115702479
62	217		124	68	1	5	0	198	341	Broadview Avenue Public School	62-217	217	34.3434343434
62	218		109	71	1	3	0	184	340	Churchill Alternative School	62-218	218	38.5869565217
62	219		86	86	1	1	1	175	295	Churchill Alternative School	62-219	219	49.1428571429
62	220		105	92	0	1	0	198	338	Churchill Alternative School	62-220	220	46.4646464646
62	221		113	85	1	0	4	203	373	Hilson Avenue Public School	62-221	221	41.8719211823
62	222		62	64	2	5	0	133	259	Hilson Avenue Public School	62-222	222	48.1203007519
62	223		42	45	0	2	0	89	178	Hilson Avenue Public School	62-223	223	50.5617977528
62	224		157	77	1	7	1	243	335	St. Matthias Anglican Church	62-224	224	31.6872427984
62	227		95	77	3	1	0	176	325	St. Nicholas Adult School	62-227	227	43.75
62	228		211	262	0	6	0	479	1031	Carleton University (Fenn Lounge)	62-228	228	54.6972860125
62	229		127	125	2	0	0	254	387	Brewer Park Centennial Pool	62-229	229	49.2125984252
62	230		141	97	0	1	0	239	400	Dovercourt Community Centre	62-230	230	40.5857740586
62	231		132	114	0	2	0	248	402	Dovercourt Community Centre	62-231	231	45.9677419355
62	233		128	112	0	2	0	242	372	Dovercourt Community Centre	62-233	233	46.2809917355
62	234		65	71	2	0	3	141	269	Our Saviour Lutheran (via Melbourne)	62-234	234	50.3546099291
62	235		89	63	1	2	0	155	359	Our Saviour Lutheran (via Melbourne)	62-235	235	40.6451612903
62	236		82	71	1	4	2	160	320	Hilson Avenue Public School	62-236	236	44.375
62	237		139	87	1	5	1	233	360	St. Nicholas Adult School	62-237	237	37.339055794
62	238		121	66	3	7	0	197	333	St. Nicholas Adult School	62-238	238	33.5025380711
62	239		121	72	1	3	0	197	411	McGregor Easson Public School	62-239	239	36.5482233503
62	240		114	106	1	0	0	221	367	Broadview Avenue Public School	62-240	240	47.963800905
62	241		160	83	1	0	0	244	380	Broadview Avenue Public School	62-241	241	34.0163934426
62	242		101	66	0	2	0	169	373	Notre Dame High School	62-242	242	39.0532544379
62	243		92	56	0	2	1	151	321	Dovercourt Community Centre	62-243	243	37.0860927152
62	244		70	65	1	1	0	137	312	Our Saviour Lutheran (via Melbourne)	62-244	244	47.4452554745
62	246		44	38	1	0	0	83	286	Our Saviour Lutheran (via Melbourne)	62-246	246	45.7831325301
62	247		59	41	0	5	0	105	232	Alexander Community Centre	62-247	247	39.0476190476
62	248		69	45	0	3	0	117	281	Alexander Community Centre	62-248	248	38.4615384615
62	250		108	79	3	5	4	199	559	St. Nicholas Adult School	62-250	250	39.6984924623
62	251		82	67	1	3	0	153	356	St. Nicholas Adult School	62-251	251	43.7908496732
62	252		86	72	0	3	0	161	321	Broadview Avenue Public School	62-252	252	44.7204968944
62	253		155	121	0	0	2	278	488	Broadview Avenue Public School	62-253	253	43.5251798561
62	254		145	75	0	1	0	221	373	Notre Dame High School	62-254	254	33.9366515837
62	255		106	106	0	3	0	215	363	Notre Dame High School	62-255	255	49.3023255814
62	256		36	13	0	0	0	49	145	Notre Dame High School	62-256	256	26.5306122449
62	257s		34	16	0	4	0	54	74	Parklane Residence	#VALUE!	#VALUE!	29.6296296296
62	258		44	30	0	2	0	76	224	Alexander Community Centre	62-258	258	39.4736842105
62	259		82	43	2	1	0	128	289	Alexander Community Centre	62-259	259	33.59375
62	260		54	40	3	4	0	101	273	Alexander Community Centre	62-260	260	39.603960396
62	261		93	59	1	8	2	163	314	Notre Dame High School	62-261	261	36.1963190184
62	262s		24	11	4	3	1	43	98	Hillel Lodge	#VALUE!	#VALUE!	25.5813953488
62	263		84	62	0	3	1	150	354	Alexander Community Centre	62-263	263	41.3333333333
62	264		92	74	2	10	1	179	411	McGregor Easson Public School	62-264	264	41.3407821229
62	265		130	44	2	10	3	189	372	McGregor Easson Public School	62-265	265	23.2804232804
62	266		84	68	0	8	0	160	320	McGregor Easson Public School	62-266	266	42.5
62	267		40	40	1	8	0	89	332	St. Pius X High School	62-267	267	44.9438202247
62	268		48	40	0	3	0	91	267	St. Pius X High School	62-268	268	43.956043956
62	269		134	87	2	8	0	231	427	St. Pius X High School	62-269	269	37.6623376623
62	270		151	88	0	13	0	252	437	St. Pius X High School	62-270	270	34.9206349206
62	271		121	71	0	7	1	200	413	Carleton Heights Community Centre	62-271	271	35.5
62	272		150	60	3	17	0	230	403	Carleton Heights Community Centre	62-272	272	26.0869565217
62	273		127	77	1	5	0	210	418	Carleton Heights Community Centre	62-273	273	36.6666666667
62	274		113	68	2	10	0	193	374	Carleton Heights Community Centre	62-274	274	35.2331606218
62	400		59	31	0	1	0	91	122	Montclair	62-400	400	34.0659340659
62	401		64	39	0	1	0	104	124	Waldorf Apartments	62-401	401	37.5
62	402		54	52	0	4	0	110	156	Cartier Square Apartments	62-402	402	47.2727272727
62	403		52	30	0	4	0	86	128	Ann Manor	62-403	403	34.8837209302
62	404		41	38	0	0	0	79	99	Elizabeth Apartments	62-404	404	48.1012658228
62	405		114	61	1	2	0	178	203	Ten Driveway Apartments	62-405	405	34.2696629213
62	406		63	24	0	3	0	90	123	20 The Driveway	62-406	406	26.6666666667
62	407		71	47	2	2	0	122	148	The Lamplighter	62-407	407	38.5245901639
62	408		33	39	0	0	0	72	98	Queen Street Towers	62-408	408	54.1666666667
62	409		87	44	2	1	0	134	185	Park Square Condominium	62-409	409	32.8358208955
62	410		88	77	0	6	0	171	267	Centretown Place Apartment	62-410	410	45.0292397661
62	411		51	43	0	1	0	95	128	475 Laurier Avenue West	62-411	411	45.2631578947
62	412		90	60	0	0	3	153	214	Bay Laurier Place	62-412	412	39.2156862745
62	413		36	37	2	4	0	79	121	McAuley Place	62-413	413	46.835443038
62	414		90	60	0	1	0	151	221	Kent Towers	62-414	414	39.7350993377
62	415		32	28	1	5	0	66	123	453 Cooper Street	62-415	415	42.4242424242
62	416		72	58	1	13	0	144	230	Somerset Street Manor	62-416	416	40.2777777778
62	417		59	50	1	0	0	110	156	Imperial Apartments	62-417	417	45.4545454545
62	418		54	58	1	4	0	117	174	Wentworth Plaza North Apartments	62-418	418	49.5726495726
62	419		35	30	0	4	0	69	120	The New Yorker	62-419	419	43.4782608696
62	420		53	42	0	0	6	101	162	Regency Towers Apartments	62-420	420	41.5841584158
62	421		87	61	1	0	0	149	194	St. Moritz Apartments	62-421	421	40.9395973154
62	422		46	47	1	1	0	95	112	Coachman Apartments	62-422	422	49.4736842105
62	423		29	24	0	2	0	55	106	Brooke Towers Apartments	62-423	423	43.6363636364
62	424		89	71	1	1	0	162	313	Bona Vista Apartments	62-424	424	43.8271604938
62	425		70	75	0	2	0	147	298	The Citadel	62-425	425	51.0204081633
62	426		86	111	0	8	0	205	498	Rideau East Apartments	62-426	426	54.1463414634
62	427		80	98	1	3	1	183	376	Riverview Apartments	62-427	427	53.5519125683
62	428		135	118	0	3	0	256	411	River Club 11 Apartments	62-428	428	46.09375
62	429		53	38	1	2	1	95	156	Stonecliffe Apartment	62-429	429	40
62	430		30	25	1	0	0	56	82	The Laurier	62-430	430	44.6428571429
62	431		64	62	0	1	0	127	186	Bronson Place Apartments	62-431	431	48.8188976378
62	432		48	37	0	0	1	86	120	Kevlee Towers	62-432	432	43.023255814
62	433		57	66	1	0	0	124	199	Bronson Place Apartments	62-433	433	53.2258064516
62	435		108	251	1	3	0	363	524	Queen Elizabeth Tower A	62-435	435	69.1460055096
62	436		63	89	0	0	4	156	228	429 Somerset Street West	62-436	436	57.0512820513
62	437		60	45	1	0	13	119	231	MacLaren Towers	62-437	437	37.8151260504
62	438		46	49	0	0	0	95	137	Governor Metcalfe Apartments	62-438	438	51.5789473684
62	439		72	41	0	0	2	115	162	Elphin Apartments	62-439	439	35.652173913
62	440		35	39	0	1	0	75	117	Croydon Apartments	62-440	440	52
62	441		74	71	0	0	4	149	285	Elgin Square Apartments	62-441	441	47.6510067114
62	442		51	54	0	3	0	108	140	Tiffany Apartments	62-442	442	50
62	443		47	33	1	1	0	82	108	The Burnside Terrace	62-443	443	40.243902439
62	444		75	77	0	2	0	154	230	Riverton Apartments	62-444	444	50
62	445		44	52	3	3	2	104	233	Fairview Towers	62-445	445	50
62	446		19	37	0	1	0	57	102	Fairview Towers	62-446	446	64.9122807018
62	447		32	23	0	0	0	55	158	Bell Street United Church	62-447	447	41.8181818182
62	448		54	26	0	0	0	80	136	St. Giles Presbyterian Church	62-448	448	32.5
62	449		85	42	1	1	0	129	175	Parkdale Terrace	62-449	449	32.5581395349
62	450		63	24	1	41	0	129	185	Wellington Manor	62-450	450	18.6046511628
62	451		45	56	0	5	1	107	193	Suites of Somerset	62-451	451	52.3364485981
62	452		37	9	2	16	15	79	140	Gladstone Terrace	62-452	452	11.3924050633
62	453		98	37	4	23	1	163	253	Rochester Towers	62-453	453	22.6993865031
62	454		32	50	0	1	2	85	167	Ridgeview Apartments	62-454	454	58.8235294118
62	455		42	52	0	0	2	96	163	Dow's Lake Towers Apartment	62-455	455	54.1666666667
62	456		130	120	0	2	1	253	432	Island Park Towers	62-456	456	47.4308300395
62	457		108	68	0	7	0	183	294	Island Park Towers	62-457	457	37.1584699454
62	458		39	24	0	1	2	66	98	Island Park Towers	62-458	458	36.3636363636
62	459		46	26	1	2	0	75	118	Emerald Apartments	62-459	459	34.6666666667
62	460		54	68	0	2	0	124	144	Colonel By Tower Apartments	62-460	460	54.8387096774
62	461		100	39	0	1	0	140	216	The Metropole	62-461	461	27.8571428571
62	462		39	18	6	0	0	63	127	Taiga Apartments	62-462	462	28.5714285714
62	463		87	58	0	2	0	147	219	Plaza Towers Apartment	62-463	463	39.4557823129
62	464		83	13	2	1	0	99	140	The Barclay	62-464	464	13.1313131313
62	465		97	52	0	16	0	165	237	Golden Manor Seniors	62-465	465	31.5151515152
62	466		123	42	1	22	0	188	265	Hampton Court	62-466	466	22.3404255319
62	467		57	34	3	5	0	99	159	Unitarian House Apartments	62-467	467	34.3434343434
62	468		74	46	0	4	5	129	258	The Windfields I	62-468	468	35.6589147287
62	469		84	55	0	1	0	140	217	The Windfields II	62-469	469	39.2857142857
62	470		105	74	1	8	1	189	386	Fisher Heights Estate	62-470	470	39.1534391534
62	471		77	66	0	4	0	147	306	Lord Mounbatten Apartments	62-471	471	44.8979591837
62	472		39	42	1	0	0	82	164	The Prince of Wales	62-472	472	51.2195121951
62	473		46	34	0	0	2	82	184	The Prince of Wales	62-473	473	41.4634146341
62	474		107	73	1	9	2	192	320	Chateau Royal Tower A Apartments	62-474	474	38.0208333333
62	475		107	80	0	0	3	190	274	Chateau Royale Apartments	62-475	475	42.1052631579
62	476		58	82	0	2	2	144	320	The Prince of Wales	62-476	476	56.9444444444
62	ADV001		600	669	4	8	3	1284	0	Returning Office / Bureau du directeur du scrutin	#VALUE!	#VALUE!	52.1028037383
62	ADV002		821	599	6	13	10	1449	0	Dovercourt Community Centre	#VALUE!	#VALUE!	41.3388543823
62	ADV003		620	714	3	12	7	1356	0	Glebe Community Centre	#VALUE!	#VALUE!	52.6548672566
62	ADV004		260	159	1	5	0	425	0	Hellenic Community/Banquet Centre	#VALUE!	#VALUE!	37.4117647059
63	1		134	54	1	2	1	192	376	Divine Infant School	63-001	1	28.125
63	2		144	32	0	5	0	181	424	Orleans Client Services Centre	63-002	2	17.679558011
63	3		149	88	2	2	0	241	429	Orleans Wood School	63-003	3	36.5145228216
63	4		125	58	0	4	2	189	383	St. Matthew's High School	63-004	4	30.6878306878
63	5		144	46	1	5	0	196	417	Divine Infant School	63-005	5	23.4693877551
63	6		160	67	1	1	1	230	427	Divine Infant School	63-006	6	29.1304347826
63	7		169	94	0	6	0	269	463	Divine Infant School	63-007	7	34.9442379182
63	8		127	77	1	1	0	206	411	Divine Infant School	63-008	8	37.3786407767
63	9		94	41	1	3	0	139	296	Divine Infant School	63-009	9	29.4964028777
63	10		159	74	1	1	0	235	477	Fallingbrook School	63-010	10	31.4893617021
63	11		194	75	4	0	0	273	481	Fallingbrook School	63-011	11	27.4725274725
63	12		187	69	0	4	0	260	490	Fallingbrook School	63-012	12	26.5384615385
63	13		111	60	0	1	1	173	355	Fallingbrook School	63-013	13	34.6820809249
63	14		152	81	0	1	0	234	442	St. Francis of Assisi School	63-014	14	34.6153846154
63	15		189	83	0	3	1	276	488	St. Francis of Assisi School	63-015	15	30.0724637681
63	16		134	71	0	3	1	209	386	St. Francis of Assisi School	63-016	16	33.971291866
63	17		129	57	1	2	1	190	375	St. Francis of Assisi School	63-017	17	30
63	18		123	58	2	1	0	184	376	Trillium Elementary School	63-018	18	31.5217391304
63	19		163	63	0	4	0	230	371	Cairine Wilson High School	63-019	19	27.3913043478
63	020s		45	19	2	1	0	67	202	Residence Saint-Louis	#VALUE!	#VALUE!	28.3582089552
63	21		63	33	0	1	0	97	255	Cairine Wilson High School	63-021	21	34.0206185567
63	22		163	79	1	2	0	245	423	Cairine Wilson High School	63-022	22	32.2448979592
63	23		101	52	3	3	0	159	320	Orleans Wood School	63-023	23	32.7044025157
63	24		195	100	2	2	2	301	620	St. Matthew's High School	63-024	24	33.2225913621
63	25		169	69	0	4	0	242	542	St. Matthew's High School	63-025	25	28.5123966942
63	26		155	83	2	2	0	242	395	Orleans Wood School	63-026	26	34.2975206612
63	27		132	65	0	3	0	200	424	St. Matthew's High School	63-027	27	32.5
63	28		125	76	0	0	0	201	528	St. Matthew's High School	63-028	28	37.8109452736
63	29		138	60	0	2	0	200	384	St. Matthew's High School	63-029	29	30
63	30		84	21	0	3	0	108	284	Orleans Client Services Centre	63-030	30	19.4444444444
63	31		134	56	0	2	0	192	376	St. Helen's Anglican Church	63-031	31	29.1666666667
63	032s		24	6	2	7	0	39	51	Queenswood Villa	#VALUE!	#VALUE!	15.3846153846
63	33		174	68	8	5	0	255	477	St. Helen's Anglican Church	63-033	33	26.6666666667
63	34		178	69	2	3	1	253	506	St. Helen's Anglican Church	63-034	34	27.2727272727
63	35		136	88	0	1	2	227	451	Sir Wilfrid Laurier High School	63-035	35	38.7665198238
63	36		94	45	7	0	0	146	402	Sir Wilfrid Laurier High School	63-036	36	30.8219178082
63	37		158	65	0	2	0	225	428	Fallingbrook School	63-037	37	28.8888888889
63	38		133	84	0	7	0	224	437	Fallingbrook School	63-038	38	37.5
63	39		161	86	0	7	0	254	550	Sir Wilfrid Laurier High School	63-039	39	33.8582677165
63	40		168	73	3	4	0	248	505	St. Francis of Assisi School	63-040	40	29.435483871
63	41		109	54	0	0	0	163	368	St. Francis of Assisi School	63-041	41	33.1288343558
63	42		164	74	2	3	0	243	450	St. Peter's High School	63-042	42	30.4526748971
63	43		158	52	1	2	1	214	392	Trillium Elementary School	63-043	43	24.2990654206
63	44		73	140	0	1	0	214	409	St. Peter's High School	63-044	44	65.4205607477
63	45		102	45	0	0	0	147	336	Trillium Elementary School	63-045	45	30.612244898
63	46		162	55	0	3	0	220	423	Trillium Elementary School	63-046	46	25
63	47		205	101	2	4	1	313	575	Maple Ridge School	63-047	47	32.268370607
63	048A		111	53	0	1	0	165	361	Maple Ridge School	#VALUE!	#VALUE!	32.1212121212
63	048B		149	50	1	1	0	201	357	Maple Ridge School	#VALUE!	#VALUE!	24.8756218905
63	49		200	87	1	5	0	293	455	École élémentaire catholique des Voyageurs	63-049	49	29.6928327645
63	50		169	75	0	0	0	244	412	École élémentaire catholique des Voyageurs	63-050	50	30.737704918
63	51		166	58	3	3	0	230	450	Cairine Wilson High School	63-051	51	25.2173913043
63	52		169	95	0	3	0	267	445	Terry Fox School	63-052	52	35.5805243446
63	53		189	81	0	1	1	272	464	Terry Fox School	63-053	53	29.7794117647
63	54		187	94	0	4	0	285	502	Terry Fox School	63-054	54	32.9824561404
63	55		152	77	1	0	0	230	396	Terry Fox School	63-055	55	33.4782608696
63	56		99	88	3	0	0	190	469	Orleans United Church	63-056	56	46.3157894737
63	57		249	8	0	0	0	257	482	Orleans United Church	63-057	57	3.1128404669
63	58		200	64	1	5	2	272	459	Convent Glen School	63-058	58	23.5294117647
63	059s		57	19	2	14	3	95	102	Villa Orleans	#VALUE!	#VALUE!	20
63	60		137	44	0	1	0	182	410	Convent Glen School	63-060	60	24.1758241758
63	061s		63	12	2	7	1	85	120	Manoir Belcourt	#VALUE!	#VALUE!	14.1176470588
63	62		124	71	0	0	0	195	407	École St-Joseph d'Orléans	63-062	62	36.4102564103
63	63		173	53	2	6	3	237	427	Queenswood Public School	63-063	63	22.3628691983
63	64		162	75	1	0	0	238	446	Queenswood Public School	63-064	64	31.512605042
