Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place					
69	24		125	59	1	4	1	190	341	Sundridge Community Centre, Happy Gang (Seniors)					VRAI
69	25		107	37	1	1	1	147	306	Armour Township Municipal Office					VRAI
69	26		194	102	0	0	6	302	465	Hagerman Dunchurch Community Centre					VRAI
69	27		91	22	0	2	2	117	255	Croft Ahmic Fire Hall					VRAI
69	28		141	38	3	4	0	186	299	Magnetawan Community Centre					VRAI
69	29		95	35	2	5	0	137	255	Ryerson Township Office					VRAI
69	30		72	35	0	1	1	109	297	Burk's Falls Young at Heart Senior Citizens' Club					VRAI
69	32		83	48	0	1	2	134	309	Burk's Falls Young at Heart Senior Citizens' Club					VRAI
69	33		82	28	0	2	1	113	323	Burk's Falls Young at Heart Senior Citizens' Club					VRAI
69	34		119	51	3	2	1	176	355	Katrine Community Centre					VRAI
69	35		33	20	1	2	1	57	157	Burk's Falls Young at Heart Senior Citizens' Club					VRAI
69	36		53	17	0	4	0	74	161	Kearney Community Centre					VRAI
69	37		83	29	2	0	0	114	133	Pointe au Baril Community Centre					VRAI
69	38		41	24	0	0	0	65	99	Shawanaga First Nation Recreation Centre					VRAI
69	39		114	47	0	2	0	163	251	McKellar Community Centre					VRAI
69	40		45	14	1	0	1	61	160	Ryerson Township Office					VRAI
69	41		108	46	1	2	0	157	294	Emsdale Community Centre					VRAI
69	42		64	22	1	1	0	88	172	Emsdale Community Centre					VRAI
69	43		124	64	3	1	0	192	398	Kearney Community Centre					VRAI
69	44		71	51	1	0	0	123	234	Kearney Community Centre					VRAI
69	45		79	47	0	5	2	133	250	Waubamik Community Centre					VRAI
69	46		38	24	0	1	1	64	216	McKellar Community Centre					VRAI
69	47		133	43	0	7	1	184	295	McKellar Community Centre					VRAI
69	48		46	14	0	1	1	62	292	Magnetawan Community Centre					VRAI
69	49		86	54	0	3	0	143	371	Emsdale Community Centre					VRAI
69	50		75	26	4	0	0	105	216	Novar Community Centre					VRAI
69	51		61	41	3	2	0	107	256	Novar Community Centre					VRAI
69	52		136	51	2	4	0	193	365	Novar Community Centre					VRAI
69	53		71	26	0	2	0	99	181	Pioneer Memorial United Church					VRAI
69	54		78	53	0	5	0	136	269	Carling Recreation Centre					VRAI
69	55		93	61	2	1	0	157	290	McDougall Township Office					VRAI
69	56		76	35	0	0	0	111	249	Waubamik Community Centre					VRAI
69	57		125	70	0	4	1	200	299	Orrville Community Centre					VRAI
69	58		115	79	1	6	0	201	378	Sprucedale Community Centre					VRAI
69	59		22	19	0	1	1	43	212	Huntsville Royal Canadian Legion Branch 232					VRAI
69	60		35	40	1	4	0	80	206	Huntsville Royal Canadian Legion Branch 232					VRAI
69	61		65	33	0	0	1	99	258	Huntsville Royal Canadian Legion Branch 232					VRAI
69	62		89	40	0	1	0	130	330	Huntsville Royal Canadian Legion Branch 232					VRAI
69	63		44	45	0	3	0	92	270	Huntsville Centennial Centre					VRAI
69	64		83	41	1	1	0	126	268	Pioneer Memorial United Church					VRAI
69	65		102	72	1	3	0	178	377	Carling Recreation Centre					VRAI
69	66		77	41	0	0	0	118	186	Carling Recreation Centre					VRAI
69	67		189	63	0	4	0	256	472	McDougall Township Office					VRAI
69	68		68	15	0	5	1	89	263	Bobby Orr Community Centre					VRAI
69	69		92	52	0	4	2	150	368	Bobby Orr Community Centre					VRAI
69	70		76	30	4	1	0	111	242	Bobby Orr Community Centre					VRAI
69	71		92	46	0	3	0	141	324	Bobby Orr Community Centre					VRAI
69	072s		14	8	1	6	0	29	107	Belvedere Heights Home for the Aged					VRAI
69	73		68	41	1	6	0	116	349	Bobby Orr Community Centre					VRAI
69	74		93	48	0	3	0	144	337	Bobby Orr Community Centre					VRAI
69	75		83	27	0	3	0	113	266	Bobby Orr Community Centre					VRAI
69	76		90	28	0	4	0	122	330	Bobby Orr Community Centre					VRAI
69	77		33	32	0	2	0	67	218	Bobby Orr Community Centre					VRAI
69	78		68	33	1	3	0	105	305	Bobby Orr Community Centre					VRAI
69	79		75	42	0	8	0	125	324	Bobby Orr Community Centre					VRAI
69	80		79	41	0	2	1	123	305	Bobby Orr Community Centre					VRAI
69	081s		24	4	0	15	1	44	111	Lakeland Long Term Care					VRAI
69	83		42	33	0	1	0	76	287	Bobby Orr Community Centre					VRAI
69	84		97	44	0	7	0	148	376	Bobby Orr Community Centre					VRAI
69	85		172	76	3	3	0	254	471	McDougall Public School					VRAI
69	86		65	26	0	1	0	92	183	McDougall Public School					VRAI
69	87		91	61	1	3	0	156	274	Foley Agricultural Hall					VRAI
69	88		63	35	0	3	0	101	217	Aspdin Community Centre					VRAI
69	89		18	9	0	1	0	28	89	Huntsville Royal Canadian Legion Branch 232					VRAI
69	90		57	34	1	0	0	92	237	Pine Glen Public School					VRAI
69	91		92	42	1	0	1	136	391	Pine Glen Public School					VRAI
69	92		96	33	0	5	0	134	356	Pine Glen Public School					VRAI
69	93		125	48	0	4	0	177	374	Pine Glen Public School					VRAI
69	94		82	57	1	3	0	143	342	Huntsville Royal Canadian Legion Branch 232					VRAI
69	96		59	27	0	0	1	87	340	Huntsville Royal Canadian Legion Branch 232					VRAI
69	97		110	51	0	4	0	165	347	Pine Glen Public School					VRAI
69	98		81	29	0	2	0	112	241	Huntsville Royal Canadian Legion Branch 232					VRAI
69	99		94	35	0	3	0	132	282	Huntsville Royal Canadian Legion Branch 232					VRAI
69	100		49	24	0	5	1	79	253	Huntsville Royal Canadian Legion Branch 232					VRAI
69	101		77	32	0	1	0	110	305	Huntsville Royal Canadian Legion Branch 232					VRAI
69	102		63	46	0	2	0	111	291	Huntsville Royal Canadian Legion Branch 232					VRAI
69	103		66	43	0	1	0	110	250	Huntsville Centennial Centre					VRAI
69	104		48	18	0	1	1	68	234	Huntsville Centennial Centre					VRAI
69	105		82	27	0	3	2	114	319	Huntsville Centennial Centre					VRAI
69	106		84	29	0	1	0	114	307	Huntsville Royal Canadian Legion Branch 232					VRAI
69	107		100	58	0	7	1	166	350	Huntsville Royal Canadian Legion Branch 232					VRAI
69	108		82	23	0	4	0	109	323	Huntsville Royal Canadian Legion Branch 232					VRAI
69	109s		27	3	0	0	1	31	74	Fairvern Nursing Home					VRAI
69	110		69	32	0	3	0	104	307	Huntsville Centennial Centre					VRAI
69	111		78	34	0	4	1	117	247	Huntsville Centennial Centre					VRAI
69	113		86	33	2	1	0	122	315	Huntsville Royal Canadian Legion Branch 232					VRAI
69	114s		13	10	0	0	7	30	90	Muskoka Landing					VRAI
69	115s		38	8	0	2	0	48	53	Rogers Cove Retirement Residence					VRAI
69	116		62	41	0	0	0	103	286	Huntsville Centennial Centre					VRAI
69	117		104	62	1	5	1	173	393	Huntsville Centennial Centre					VRAI
69	118		32	15	0	1	0	48	105	Huntsville Centennial Centre					VRAI
69	119		63	24	0	0	0	87	187	Huntsville Centennial Centre					VRAI
69	120		99	42	0	1	0	142	289	Huntsville Centennial Centre					VRAI
69	121		77	55	0	0	3	135	357	Huntsville Centennial Centre					VRAI
69	122		70	31	0	1	0	102	229	Dwight Community Centre					VRAI
69	123		101	33	0	4	0	138	294	Dwight Community Centre					VRAI
69	124		36	53	0	1	0	90	224	Wasauksing First Nation Community Centre					VRAI
69	125		57	38	1	1	0	97	271	Bobby Orr Community Centre					VRAI
69	126		78	36	0	0	0	114	237	Foley Agricultural Hall					VRAI
69	127		126	62	1	2	0	191	376	Foley Agricultural Hall					VRAI
69	128		132	88	0	4	0	224	383	Humphrey Public School					VRAI
69	129		151	71	1	3	3	229	411	Humphrey Public School					VRAI
69	130		55	35	0	2	0	92	167	Church of the Redeemer - Frost Hall					VRAI
69	131		64	18	0	1	0	83	211	Aspdin Community Centre					VRAI
69	132s		20	2	0	3	3	28	62	Rowanwood Retirement Residence					VRAI
69	133		83	41	0	2	0	126	339	Huntsville Centennial Centre					VRAI
69	134		65	55	0	0	1	121	212	Port Sydney Community Centre					VRAI
69	135		49	37	0	1	0	87	210	Huntsville Centennial Centre					VRAI
69	136		83	19	0	1	0	103	166	Huntsville Centennial Centre					VRAI
69	137		92	49	1	1	0	143	354	Huntsville Centennial Centre					VRAI
69	138		42	33	0	1	0	76	199	Huntsville Centennial Centre					VRAI
69	139		77	38	0	1	0	116	253	Huntsville Centennial Centre					VRAI
69	140		133	31	0	0	0	164	325	Dwight Community Centre					VRAI
69	141		61	65	0	0	0	126	288	Foley Agricultural Hall					VRAI
69	142		72	38	0	3	2	115	238	St. James the Great Parish Hall					VRAI
69	143		89	42	0	3	0	134	275	Church of the Redeemer - Frost Hall					VRAI
69	144		111	61	0	1	0	173	267	Raymond Community Centre					VRAI
69	145		78	34	0	0	0	112	296	Utterson Community Centre					VRAI
69	146		94	91	1	3	0	189	382	Utterson Community Centre					VRAI
69	147		109	49	0	3	0	161	292	Port Sydney Community Centre					VRAI
69	148		79	53	0	2	0	134	267	Port Sydney Community Centre					VRAI
69	149		123	71	0	4	0	198	349	Port Sydney Community Centre					VRAI
69	150		63	40	0	2	1	106	234	Port Sydney Community Centre					VRAI
69	151		141	64	0	7	0	212	308	Lake of Bays Community Centre					VRAI
69	152		128	47	0	1	2	178	307	Dorset Senior Centre					VRAI
69	153		72	20	2	0	13	107	343	St. James the Great Parish Hall					VRAI
69	154		85	52	0	2	0	139	260	Peninsula Recreation Centre					VRAI
69	155		171	69	1	2	1	244	419	Port Carling Memorial Community Centre					VRAI
69	156		193	76	2	1	0	272	414	Port Carling Memorial Community Centre					VRAI
69	157		123	57	0	2	0	182	314	Raymond Community Centre					VRAI
69	158		92	51	1	2	2	148	269	Raymond Community Centre					VRAI
69	159		146	71	0	2	0	219	453	Bracebridge Sportsplex					VRAI
69	160		93	46	1	2	0	142	279	Bracebridge Sportsplex					VRAI
69	161		161	65	2	0	1	229	365	Lake of Bays Community Centre					VRAI
69	162		28	16	0	2	1	47	49	Moose Deer Point First Nation					VRAI
69	163		77	19	0	2	2	100	272	St. James the Great Parish Hall					VRAI
69	164		113	52	0	6	1	172	354	Glen Orchard Public School					VRAI
69	165		188	89	0	3	0	280	426	Milford Bay Community Centre					VRAI
69	167		120	48	0	2	1	171	372	Milford Bay Community Centre					VRAI
69	168		152	97	2	6	1	258	493	Bracebridge Salvation Army Community Church					VRAI
69	169s		19	6	1	3	2	31	54	Bracebridge Villa Retirement Residence					VRAI
69	170		117	69	1	4	1	192	353	Bracebridge Salvation Army Community Church					VRAI
69	171		105	62	0	3	0	170	336	Bracebridge Salvation Army Community Church					VRAI
69	172		95	59	0	1	0	155	293	Bracebridge Sportsplex					VRAI
69	173		151	67	0	2	0	220	430	Bracebridge Salvation Army Community Church					VRAI
69	174		133	60	0	1	0	194	355	Bracebridge Arena					VRAI
69	175		98	57	0	2	0	157	378	Bracebridge Salvation Army Community Church					VRAI
69	176		102	34	1	2	0	139	307	Bracebridge Arena					VRAI
69	177		143	51	0	2	0	196	427	Bracebridge Arena					VRAI
69	178		43	70	0	1	1	115	292	Bracebridge Arena					VRAI
69	179		102	27	1	4	2	136	301	Bracebridge Salvation Army Community Church					VRAI
69	181		60	43	0	3	0	106	265	Bracebridge Sportsplex					VRAI
69	182s		28	6	0	2	7	43	69	James Street Place					VRAI
69	183		82	56	1	3	0	142	333	Bracebridge Arena					VRAI
69	184		62	38	0	3	3	106	228	Bracebridge Arena					VRAI
69	185		93	47	0	3	0	143	293	Bracebridge Arena					VRAI
69	186		144	72	0	3	0	219	445	Bracebridge Arena					VRAI
69	187		74	39	0	0	0	113	303	St. Dominic Secondary School					VRAI
69	188		126	64	0	1	0	191	404	St. Dominic Secondary School					VRAI
69	189s		21	5	0	0	0	26	163	The Pines Long Term Care Home					VRAI
69	190		91	51	1	0	0	143	373	St. Dominic Secondary School					VRAI
69	191		83	44	0	1	0	128	304	St. Dominic Secondary School					VRAI
69	192		97	66	1	2	0	166	306	Bracebridge Sportsplex					VRAI
69	193A		92	38	0	1	0	131	273	St. Dominic Secondary School					VRAI
69	193B		77	33	0	0	1	111	239	St. Dominic Secondary School					VRAI
69	194		75	58	0	2	1	136	263	St. Dominic Secondary School					VRAI
69	195		120	84	0	2	1	207	374	Bracebridge Fire Hall #2					VRAI
69	197		17	7	0	0	0	24	39	Wahta Mohawk First Nation Band Office					VRAI
69	198		147	58	1	2	0	208	373	Bala Royal Canadian Legion Branch 424					VRAI
69	199		181	80	1	3	1	266	428	Bala Royal Canadian Legion Branch 424					VRAI
69	200		111	33	0	2	0	146	247	Walker's Point Community Centre					VRAI
69	201		42	29	0	0	0	71	183	Gravenhurst Centennial Centre					VRAI
69	202		128	58	0	1	0	187	389	Bracebridge Arena					VRAI
69	203		80	57	0	0	0	137	313	Bracebridge Arena					VRAI
69	204		125	78	1	0	0	204	418	Muskoka Falls Public School					VRAI
69	205		105	65	1	2	0	173	438	Muskoka Falls Public School					VRAI
69	206		136	46	0	0	2	184	285	Baxter Community Centre					VRAI
69	207		87	43	0	2	0	132	233	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	208		69	42	0	1	2	114	246	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	209		97	41	1	2	0	141	353	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	210		153	59	0	0	0	212	388	Gravenhurst Centennial Centre					VRAI
69	211		116	58	0	2	0	176	339	Gravenhurst Centennial Centre					VRAI
69	212		132	41	0	7	1	181	319	Gravenhurst Centennial Centre					VRAI
69	213		59	28	0	2	0	89	249	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	214		66	24	0	2	0	92	260	Gravenhurst Centennial Centre					VRAI
69	215		59	37	0	3	0	99	256	Gravenhurst Centennial Centre					VRAI
69	216		65	33	1	7	0	106	258	Gravenhurst Centennial Centre					VRAI
69	217s		26	6	0	5	3	40	52	Gravenhurst Manor					VRAI
69	218		46	23	1	0	0	70	253	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	219		46	29	0	0	1	76	274	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	220		49	31	0	0	0	80	235	Gravenhurst Centennial Centre					VRAI
69	221		116	56	0	2	0	174	355	Gravenhurst Centennial Centre					VRAI
69	222s		32	8	0	0	6	46	185	Leisureworld Caregiving Centre					VRAI
69	223		67	31	0	3	0	101	305	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	224		68	59	0	5	0	132	281	Gravenhurst Centennial Centre					VRAI
69	225		131	31	0	3	0	165	304	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	226		124	50	1	3	0	178	344	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	227		108	55	0	5	0	168	410	Gravenhurst Centennial Centre					VRAI
69	228		99	37	0	8	2	146	320	Baxter Community Centre					VRAI
69	229		117	45	1	5	5	173	446	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	230		91	54	0	0	2	147	332	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	231		106	63	0	1	2	172	336	Ryde Community Centre					VRAI
69	232		97	27	0	1	0	125	308	Baxter Community Centre					VRAI
69	233		111	48	0	6	0	165	289	Baxter Community Centre					VRAI
69	234		102	71	0	1	0	174	368	Severn Bridge Community Hall					VRAI
69	235A		95	58	0	1	0	154	308	Severn Bridge Community Hall					VRAI
69	235B		60	35	0	3	0	98	254	Severn Bridge Community Hall					VRAI
69	ADV001		607	291	0	29	0	927	0	Returning Office / Bureau du directeur du scrutin					VRAI
69	ADV002		1095	467	7	31	4	1604	0	Huntsville Place Mall					VRAI
69	ADV003		1012	449	2	22	0	1485	0	Bracebridge Arena					VRAI
69	ADV004		49	27	0	0	0	76	0	Britt Royal Canadian Legion Branch 591					VRAI
69	ADV005		634	302	1	14	2	953	0	Gravenhurst Royal Canadian Legion Branch 302					VRAI
69	ADV006		291	115	1	6	0	413	0	Burk's Falls Young at Heart Senior Citizens' Club					VRAI
69	ADV007		248	98	0	9	2	357	0	Chalmers United Church Hall					VRAI
69	ADV008		372	149	0	12	0	533	0	Parry Sound Royal Canadian Legion Branch 117					VRAI
69	ADV009		138	64	0	2	0	204	0	St. James the Great Parish Hall					VRAI
70	1		122	41	1	12	0	176	339	Mount Forest & District Community Centre					VRAI
70	2		105	54	3	8	0	170	337	Mount Forest & District Community Centre					VRAI
70	3		68	28	4	4	0	104	267	Mount Forest & District Community Centre					VRAI
70	4		44	17	0	2	0	63	178	Mount Forest & District Community Centre					VRAI
70	005s		24	11	15	0	0	50	103	Birmingham Lodge					VRAI
70	6		142	41	1	7	1	192	363	Mount Forest & District Community Centre					VRAI
70	7		78	35	0	4	0	117	303	Mount Forest & District Community Centre					VRAI
70	8		65	49	0	0	0	114	280	Mount Forest & District Community Centre					VRAI
70	9		102	47	1	3	0	153	307	Mount Forest & District Community Centre					VRAI
70	10		92	48	1	1	0	142	271	Damascus Community Centre					VRAI
70	11		88	39	0	5	0	132	267	Clifford Community Centre					VRAI
70	12		91	49	2	0	0	142	317	Clifford Community Centre					VRAI
70	13		113	35	0	2	1	151	355	Clifford Community Centre					VRAI
70	14		73	42	2	0	0	117	215	Harriston & Minto Community Complex					VRAI
70	15		111	54	1	6	0	172	393	Mount Forest & District Community Centre					VRAI
70	016s		7	4	0	11	1	23	84	Saugeen Valley Nursing Home					VRAI
70	17		98	46	1	6	0	151	346	Mount Forest & District Community Centre					VRAI
70	18		100	41	0	6	0	147	329	Mount Forest & District Community Centre					VRAI
70	19		155	81	0	8	0	244	463	Harriston & Minto Community Complex					VRAI
70	20		157	43	1	8	0	209	408	Harriston & Minto Community Complex					VRAI
70	21		99	50	0	1	0	150	425	Mount Forest & District Community Centre					VRAI
70	22		135	69	0	3	0	207	476	Mount Forest & District Community Centre					VRAI
70	23		102	47	1	8	1	159	301	Harriston & Minto Community Complex					VRAI
70	024s		20	2	1	1	0	24	104	Caressant Care Harriston					VRAI
70	25		57	23	1	5	0	86	174	Harriston & Minto Community Complex					VRAI
70	26		86	46	1	5	1	139	300	Harriston & Minto Community Complex					VRAI
70	27		176	64	0	7	0	247	438	Harriston & Minto Community Complex					VRAI
70	28		148	76	1	5	0	230	521	Damascus Community Centre					VRAI
70	29		107	41	0	4	1	153	344	Palmerston & District Community Centre					VRAI
70	30		97	45	0	2	0	144	376	Arthur & Area Community Centre					VRAI
70	31		112	39	1	1	0	153	302	Arthur & Area Community Centre					VRAI
70	32		93	50	0	0	0	143	304	Palmerston & District Community Centre					VRAI
70	33		64	45	1	3	0	113	239	Palmerston & District Community Centre					VRAI
70	34		79	34	1	2	0	116	282	Palmerston & District Community Centre					VRAI
70	035s		27	17	1	4	0	49	101	Royal Terrace					VRAI
70	36		160	74	0	7	0	241	462	Arthur & Area Community Centre					VRAI
70	37		130	45	1	0	0	176	371	Arthur & Area Community Centre					VRAI
70	038s		29	11	1	2	0	43	117	Caressant Care Arthur					VRAI
70	39		93	43	0	2	1	139	303	Arthur & Area Community Centre					VRAI
70	40		84	39	0	2	0	125	217	Arthur & Area Community Centre					VRAI
70	41		86	57	1	1	1	146	367	Palmerston & District Community Centre					VRAI
70	42		99	44	2	4	1	150	314	Palmerston & District Community Centre					VRAI
70	43		100	64	0	2	0	166	310	Wallace Public School					VRAI
70	44		116	45	1	6	0	168	335	Palmerston & District Community Centre					VRAI
70	45		75	51	0	4	0	130	307	Palmerston & District Community Centre					VRAI
70	46		75	55	0	0	1	131	281	Moorefield Community Centre					VRAI
70	47		121	56	9	0	0	186	497	Arthur & Area Community Centre					VRAI
70	48		123	64	1	2	0	190	347	Wallace Public School					VRAI
70	49		138	71	3	3	0	215	522	Moorefield Community Centre					VRAI
70	50		73	50	0	1	0	124	232	Peel Maryborough Drayton Arena Complex					VRAI
70	51		198	94	11	7	0	310	565	Alma Public School					VRAI
70	52		123	40	2	3	0	168	324	Parkview Gardens (Legion Auditorium)					VRAI
70	53		198	84	0	10	0	292	534	Wallace Public School					VRAI
70	54		82	58	0	7	0	147	254	Peel Maryborough Drayton Arena Complex					VRAI
70	55		151	69	0	7	1	228	451	Peel Maryborough Drayton Arena Complex					VRAI
70	56		84	58	2	6	0	150	370	Peel Maryborough Drayton Arena Complex					VRAI
70	57		113	63	1	5	0	182	348	Elma Memorial Community Centre					VRAI
70	58		147	73	0	2	3	225	475	Parkview Gardens (Legion Auditorium)					VRAI
70	59		146	70	1	4	0	221	411	Parkview Gardens (Legion Auditorium)					VRAI
70	60		133	56	2	8	0	199	350	Parkview Gardens (Legion Auditorium)					VRAI
70	63		103	46	13	0	5	167	326	Parkview Gardens (Legion Auditorium)					VRAI
70	64		94	54	6	3	1	158	312	Parkview Gardens (Legion Auditorium)					VRAI
70	65		72	33	0	2	0	107	298	Parkview Gardens (Legion Auditorium)					VRAI
70	66		136	54	0	8	0	198	378	Parkview Gardens (Legion Auditorium)					VRAI
70	67		102	34	1	6	1	144	321	Parkview Gardens (Legion Auditorium)					VRAI
70	68		31	23	0	3	0	57	217	Parkview Gardens (Legion Auditorium)					VRAI
70	069s		41	3	0	0	5	49	112	Caressant Care Listowel					VRAI
70	70		59	29	4	0	0	92	261	Parkview Gardens (Legion Auditorium)					VRAI
70	72		79	41	1	3	0	124	288	Parkview Gardens (Legion Auditorium)					VRAI
70	73		140	46	0	8	0	194	382	Parkview Gardens (Legion Auditorium)					VRAI
70	74		146	51	1	7	0	205	354	Parkview Gardens (Legion Auditorium)					VRAI
70	75		76	20	9	5	0	110	211	Parkview Gardens (Legion Auditorium)					VRAI
70	76		81	65	0	2	0	148	285	Moorefield Community Centre					VRAI
70	77		188	63	13	5	2	271	490	Alma Public School					VRAI
70	78		70	32	2	0	0	104	258	Elma Memorial Community Centre					VRAI
70	79		61	69	0	2	0	132	388	Moorefield Community Centre					VRAI
70	80		126	69	0	1	0	196	345	Peel Maryborough Drayton Arena Complex					VRAI
70	81		77	31	0	3	0	111	415	Centre Peel Public School					VRAI
70	82		128	64	0	5	1	198	344	Elma Memorial Community Centre					VRAI
70	83		194	71	0	9	0	274	467	Elma Memorial Community Centre					VRAI
70	84		103	31	0	5	0	139	261	Elma Memorial Community Centre					VRAI
70	85		29	19	1	0	1	50	125	Centre Peel Public School					VRAI
70	86		39	14	0	0	0	53	298	Perth East Recreation Complex-Milverton					VRAI
70	87		44	20	0	1	0	65	301	Perth East Recreation Complex-Milverton					VRAI
70	88		45	17	0	0	0	62	391	Centre Peel Public School					VRAI
70	89		105	25	0	3	0	133	300	Elma Memorial Community Centre					VRAI
70	90		112	57	0	2	0	171	461	Elma Memorial Community Centre					VRAI
70	91		84	25	0	8	1	118	280	Perth East Recreation Complex-Milverton					VRAI
70	92		37	29	0	2	0	68	290	Perth East Recreation Complex-Milverton					VRAI
70	93		73	26	1	2	0	102	556	Perth East Recreation Complex-Milverton					VRAI
70	94		58	163	1	5	0	227	453	Logan Municipal Office (Reformed Church)					VRAI
70	95		87	44	0	1	0	132	291	Perth East Recreation Complex-Milverton					VRAI
70	096s		7	8	1	1	10	27	77	Knollcrest Lodge					VRAI
70	97		123	65	0	6	0	194	365	Perth East Recreation Complex-Milverton					VRAI
70	98		123	48	0	4	0	175	369	Perth East Recreation Complex-Milverton					VRAI
70	99		127	33	1	4	0	165	290	Logan Municipal Office (Reformed Church)					VRAI
70	100s		17	3	0	1	0	21	49	Country Meadows Retirement Home					VRAI
70	101		46	17	0	0	0	63	301	Perth East Recreation Complex-Milverton					VRAI
70	102		61	17	0	4	0	82	184	Logan Municipal Office (Reformed Church)					VRAI
70	103		161	58	0	9	1	229	390	Rostock Community Hall					VRAI
70	104		103	31	1	4	1	140	256	Dublin Community Hall					VRAI
70	105		52	28	0	2	0	82	187	Mitchell Arena & Community Centre					VRAI
70	106		92	58	1	1	0	152	341	Mitchell Arena & Community Centre					VRAI
70	107s		18	4	1	0	2	25	47	Mitchell Nursing Home					VRAI
70	108		104	42	0	3	0	149	342	Mitchell Arena & Community Centre					VRAI
70	109		44	29	1	2	0	76	212	Mitchell Arena & Community Centre					VRAI
70	110		102	32	1	3	0	138	261	Mitchell Arena & Community Centre					VRAI
70	111		69	19	0	4	1	93	248	Mitchell Arena & Community Centre					VRAI
70	112		123	47	0	11	0	181	389	Mitchell Arena & Community Centre					VRAI
70	113		121	41	7	0	1	170	285	Mitchell Arena & Community Centre					VRAI
70	113-1s		59	11	0	4	5	79	149	Ritz Villa					VRAI
70	114		110	37	1	3	0	151	298	Mitchell Arena & Community Centre					VRAI
70	115		46	19	0	0	0	65	133	Logan Municipal Office (Reformed Church)					VRAI
70	116		88	25	0	2	0	115	317	Rostock Community Hall					VRAI
70	117		154	45	4	4	0	207	438	North Easthope Community Hall					VRAI
70	118		113	35	0	5	0	153	341	Dublin Community Hall					VRAI
70	119		106	47	0	2	0	155	299	Mitchell Arena & Community Centre					VRAI
70	120		117	43	1	8	0	169	342	Mitchell Arena & Community Centre					VRAI
70	121		146	96	1	4	2	249	447	Sebringville Community Centre					VRAI
70	121-1s		21	7	1	3	1	33	89	Hillside Manor					VRAI
70	122		91	31	0	3	0	125	248	Dublin Community Hall					VRAI
70	123		119	68	0	2	1	190	317	Fullarton Hall					VRAI
70	124		191	71	1	11	0	274	495	Sebringville Community Centre					VRAI
70	125		140	57	0	1	1	199	345	Sebringville Community Centre					VRAI
70	126		141	77	0	2	0	220	348	North Easthope Community Hall					VRAI
70	127		48	18	1	1	0	68	207	Sebringville Community Centre					VRAI
70	128		76	45	1	1	0	123	209	Avon Public School					VRAI
70	129		86	75	0	3	0	164	321	Avon Public School					VRAI
70	130		68	26	0	6	0	100	195	Avon Public School					VRAI
70	131		92	55	0	4	0	151	266	Avon Public School					VRAI
70	132		157	67	2	3	0	229	410	Returning Office / Bureau du directeur du scrutin					VRAI
70	133		114	78	0	3	0	195	338	Avon Public School					VRAI
70	135		195	56	0	6	0	257	417	Returning Office / Bureau du directeur du scrutin					VRAI
70	136		73	66	0	0	3	142	269	Returning Office / Bureau du directeur du scrutin					VRAI
70	137		114	68	2	1	0	185	342	Returning Office / Bureau du directeur du scrutin					VRAI
70	138		112	42	1	2	1	158	331	Returning Office / Bureau du directeur du scrutin					VRAI
70	139		68	53	0	1	0	122	238	Avon Public School					VRAI
70	140		116	73	1	1	0	191	341	Returning Office / Bureau du directeur du scrutin					VRAI
70	141		118	45	1	6	1	171	320	Returning Office / Bureau du directeur du scrutin					VRAI
70	142		121	64	1	1	0	187	362	Returning Office / Bureau du directeur du scrutin					VRAI
70	143		69	44	1	2	0	116	235	Returning Office / Bureau du directeur du scrutin					VRAI
70	144		30	22	0	3	0	55	169	Army Navy & Air Force Veterans Unit 261					VRAI
70	145		166	87	0	1	2	256	423	Returning Office / Bureau du directeur du scrutin					VRAI
70	146s		21	7	2	1	1	32	57	People Care Stratford Incorporated					VRAI
70	147		46	41	0	2	0	89	229	Returning Office / Bureau du directeur du scrutin					VRAI
70	148		111	77	1	3	0	192	372	Returning Office / Bureau du directeur du scrutin					VRAI
70	149		34	42	0	0	2	78	176	Romeo Public School					VRAI
70	150s		70	28	0	10	0	108	173	Greenwood Court					VRAI
70	151		57	24	0	1	0	82	201	Returning Office / Bureau du directeur du scrutin					VRAI
70	152		96	36	0	4	1	137	314	Returning Office / Bureau du directeur du scrutin					VRAI
70	153		130	52	0	4	0	186	302	Bedford Public School					VRAI
70	154		44	43	1	2	0	90	218	Romeo Public School					VRAI
70	155		101	65	0	2	0	168	271	Kiwanis Centre - City of Stratford					VRAI
70	156		188	64	1	2	0	255	394	Bedford Public School					VRAI
70	157		118	66	0	3	1	188	311	Kiwanis Centre - City of Stratford					VRAI
70	158		134	40	1	3	0	178	370	Bedford Public School					VRAI
70	159		137	61	1	6	0	205	371	Bedford Public School					VRAI
70	160		83	41	1	5	1	131	307	Kiwanis Centre - City of Stratford					VRAI
70	161		165	63	0	6	0	234	435	Bedford Public School					VRAI
